id,value,feed_id,created_at,lat,lon,ele
0F6C0B9V1FC2MJQKBTGA40SRKA,75.900002,2409856,2022-12-16 06:42:40 UTC,0.0,0.0,0.0
0F6C0BCZDYPYRT518XY82NH6TB,72.699997,2409856,2022-12-16 06:42:50 UTC,0.0,0.0,0.0
0F6C0BG3WC553AEJ6K91PS17C7,72.300003,2409856,2022-12-16 06:43:01 UTC,0.0,0.0,0.0
0F6C0BK8G0DWQK2J4ETYMXVQ20,76.300003,2409856,2022-12-16 06:43:11 UTC,0.0,0.0,0.0
0F6C0BPD38MC8BT4WCS0HAM34G,77.000000,2409856,2022-12-16 06:43:21 UTC,0.0,0.0,0.0
0F6C0BSHFJETGS3E2NKXWA3ARM,71.599998,2409856,2022-12-16 06:43:32 UTC,0.0,0.0,0.0
0F6C0BWSSNGX4YTZSXX4N248ZY,62.200001,2409856,2022-12-16 06:43:42 UTC,0.0,0.0,0.0
0F6C0BZY9A4T2ERFRNQC0VDWDK,61.500000,2409856,2022-12-16 06:43:52 UTC,0.0,0.0,0.0
0F6C0C32XV817A301WF7GK86XN,58.400002,2409856,2022-12-16 06:44:03 UTC,0.0,0.0,0.0
0F6C0C67CYKCHT0XS7X39XWK8D,57.900002,2409856,2022-12-16 06:44:13 UTC,0.0,0.0,0.0
0F6C0C9BYK0YAY849DM5FBJV9Q,56.099998,2409856,2022-12-16 06:44:23 UTC,0.0,0.0,0.0
0F6C0CCGJ9CEWF6218BB9D7HHM,57.900002,2409856,2022-12-16 06:44:34 UTC,0.0,0.0,0.0
0F6C0CFRS123ZQRRPB6X2T9SGR,60.599998,2409856,2022-12-16 06:44:44 UTC,0.0,0.0,0.0
0F6C0CJXHWC9344ZQ9ZWBA9PK0,59.099998,2409856,2022-12-16 06:44:55 UTC,0.0,0.0,0.0
0F6C0CXWS5BDFVH6WQBD34S243,76.000000,2409856,2022-12-16 06:45:31 UTC,0.0,0.0,0.0
0F6C0D119YJG4XGNH3RWFDX49F,75.500000,2409856,2022-12-16 06:45:41 UTC,0.0,0.0,0.0
0F6C0D45RH2KJ03AF3JJ8X1GKF,70.500000,2409856,2022-12-16 06:45:51 UTC,0.0,0.0,0.0
0F6C0D7ABCSDRW1A9KQZWJE0GD,64.699997,2409856,2022-12-16 06:46:02 UTC,0.0,0.0,0.0
0F6C0DAJWDN5S6MCVCPY2E6GVK,64.099998,2409856,2022-12-16 06:46:12 UTC,0.0,0.0,0.0
0F6C0DDQ821QW3EF9015JTAKWM,73.500000,2409856,2022-12-16 06:46:23 UTC,0.0,0.0,0.0
0F6C0DGVXFR4EVG1W37RKZAX34,81.900002,2409856,2022-12-16 06:46:33 UTC,0.0,0.0,0.0
0F6C0DM0ENDHSSXW6RQ6KWGKKE,84.500000,2409856,2022-12-16 06:46:43 UTC,0.0,0.0,0.0
0F6C0DQ4V63JFQB03GT9ZFP5ER,81.099998,2409856,2022-12-16 06:46:53 UTC,0.0,0.0,0.0
0F6C0DT9971DMTF11BM1KZDHN1,79.199997,2409856,2022-12-16 06:47:04 UTC,0.0,0.0,0.0
0F6C0DXHMGAGJGFVN67A0Q443Q,85.400002,2409856,2022-12-16 06:47:14 UTC,0.0,0.0,0.0
0F6C0E0P99KQFGADG2CRAJ3C9K,87.500000,2409856,2022-12-16 06:47:25 UTC,0.0,0.0,0.0
0F6C0E3TYB15ATMXRP0TPJWKDZ,90.400002,2409856,2022-12-16 06:47:35 UTC,0.0,0.0,0.0
0F6C0E6ZEGWAEYPPGDRB12RFMV,90.300003,2409856,2022-12-16 06:47:45 UTC,0.0,0.0,0.0
