id,value,feed_id,created_at,lat,lon,ele
0F6C0B9TZ30TAXH1BPPD9GDFGB,59.400002,2409857,2022-12-16 06:42:40 UTC,0.0,0.0,0.0
0F6C0BCZ9J05K7E4GGJCC4FXW1,58.700001,2409857,2022-12-16 06:42:50 UTC,0.0,0.0,0.0
0F6C0BG3X3MV34X3QV1XFB6YJM,60.200001,2409857,2022-12-16 06:43:01 UTC,0.0,0.0,0.0
0F6C0BK8DF3M3EETP9WBY6QH65,64.199997,2409857,2022-12-16 06:43:11 UTC,0.0,0.0,0.0
0F6C0BPCZJQ1RE4V4DTABMT42T,64.300003,2409857,2022-12-16 06:43:21 UTC,0.0,0.0,0.0
0F6C0BSHF6Z163PCMGQF7A0W0J,59.700001,2409857,2022-12-16 06:43:32 UTC,0.0,0.0,0.0
0F6C0BWSQW04KWY5TJVSQN13RZ,53.599998,2409857,2022-12-16 06:43:42 UTC,0.0,0.0,0.0
0F6C0BZY85NAT85T5ZXA3TV3DM,53.799999,2409857,2022-12-16 06:43:52 UTC,0.0,0.0,0.0
0F6C0C32X9AW0VQ54GT9S5PHAT,50.200001,2409857,2022-12-16 06:44:03 UTC,0.0,0.0,0.0
0F6C0C67EBMZSG92M1P6Z8TQBG,48.799999,2409857,2022-12-16 06:44:13 UTC,0.0,0.0,0.0
0F6C0C9BX59Z2SADJE6XD972GB,46.700001,2409857,2022-12-16 06:44:23 UTC,0.0,0.0,0.0
0F6C0CCGH59H114MQ0FD6DB02Y,49.500000,2409857,2022-12-16 06:44:34 UTC,0.0,0.0,0.0
0F6C0CFRNS0Y4ZEPHB2Q3808D8,52.200001,2409857,2022-12-16 06:44:44 UTC,0.0,0.0,0.0
0F6C0CJXEWEVQ8X18ZSRM0G6GT,50.799999,2409857,2022-12-16 06:44:55 UTC,0.0,0.0,0.0
0F6C0CXWTZZCD48FN1DWJHSCAE,60.700001,2409857,2022-12-16 06:45:31 UTC,0.0,0.0,0.0
0F6C0D119FM8NE61ZW517G94GN,59.700001,2409857,2022-12-16 06:45:41 UTC,0.0,0.0,0.0
0F6C0D45RKR9TY1M48WSD9T9NZ,55.299999,2409857,2022-12-16 06:45:51 UTC,0.0,0.0,0.0
0F6C0D7AC7RM3G9TGXV1374DXG,51.099998,2409857,2022-12-16 06:46:02 UTC,0.0,0.0,0.0
0F6C0DAJTH7EJZCTSWXDERQTGV,50.000000,2409857,2022-12-16 06:46:12 UTC,0.0,0.0,0.0
0F6C0DDQ8FSFFM6F8M6M71T3YS,56.299999,2409857,2022-12-16 06:46:23 UTC,0.0,0.0,0.0
0F6C0DGVXB6GFNN9CV8BCQE8RV,64.800003,2409857,2022-12-16 06:46:33 UTC,0.0,0.0,0.0
0F6C0DM0D5703ZX4ZBM3JA64DM,69.800003,2409857,2022-12-16 06:46:43 UTC,0.0,0.0,0.0
0F6C0DQ4TFF91SBM0NFQ04Y7FR,69.699997,2409857,2022-12-16 06:46:53 UTC,0.0,0.0,0.0
0F6C0DT998GF0Y15AY2JRBGN2Z,67.900002,2409857,2022-12-16 06:47:04 UTC,0.0,0.0,0.0
0F6C0DXHKTAABKZD4S3D3AZ6VX,72.599998,2409857,2022-12-16 06:47:14 UTC,0.0,0.0,0.0
0F6C0E0P8BZAJCWPSTC1FSDKZJ,76.300003,2409857,2022-12-16 06:47:25 UTC,0.0,0.0,0.0
0F6C0E3TVAZ3R6B4S4VTJRD1CP,77.400002,2409857,2022-12-16 06:47:35 UTC,0.0,0.0,0.0
0F6C0E6ZHG35GASNXXB7BXGT50,75.199997,2409857,2022-12-16 06:47:45 UTC,0.0,0.0,0.0
0F6C0G030RHMA9GMKE1ZP9AY5N,82.300003,2409857,2022-12-16 06:50:52 UTC,0.0,0.0,0.0
0F6C0G9KWEENBN2TYNC3SJ9KQ0,86.800003,2409857,2022-12-16 06:51:24 UTC,0.0,0.0,0.0
0F6C0GCRER3CE7M2EFYXKMTAQA,84.599998,2409857,2022-12-16 06:51:34 UTC,0.0,0.0,0.0
0F6C0GNRZWGP24XJFC298PKETE,80.699997,2409857,2022-12-16 06:52:03 UTC,0.0,0.0,0.0
0F6C0GRXMG6EJ8GSD7194C1R0Z,82.199997,2409857,2022-12-16 06:52:14 UTC,0.0,0.0,0.0
0F6C0GW26F9FSB1704KSSMNXNM,77.900002,2409857,2022-12-16 06:52:24 UTC,0.0,0.0,0.0
0F6C0KJB2FJNQSYWW0JFVZ286R,71.400002,2409857,2022-12-16 06:57:07 UTC,0.0,0.0,0.0
0F6C0KSH971JF4F11DV8PXVFAV,70.000000,2409857,2022-12-16 06:57:30 UTC,0.0,0.0,0.0
0F6C0M18FDR98MX39NKY444CBY,73.099998,2409857,2022-12-16 06:57:56 UTC,0.0,0.0,0.0
0F6C0M9443JBVWX9DBWN2ASYT8,74.199997,2409857,2022-12-16 06:58:21 UTC,0.0,0.0,0.0
0F6C0MKR1NY1VS4G4BKD3GSKJS,71.500000,2409857,2022-12-16 06:58:56 UTC,0.0,0.0,0.0
0F6C0MVFBRC04C615Y0QNCFZV5,69.500000,2409857,2022-12-16 06:59:22 UTC,0.0,0.0,0.0
0F6C0N3ADN52W0QAJS6GQJZ110,67.400002,2409857,2022-12-16 06:59:47 UTC,0.0,0.0,0.0
0F6C0NB16KQG09FS6NB6X5GFMC,67.000000,2409857,2022-12-16 07:00:13 UTC,0.0,0.0,0.0
0F6C0NJR897VY4GNZN7G2M5A2A,66.099998,2409857,2022-12-16 07:00:38 UTC,0.0,0.0,0.0
0F6C0NTM00VZY1KQJF83K6KGP4,61.099998,2409857,2022-12-16 07:01:04 UTC,0.0,0.0,0.0
0F6C0P2B379BXK2S0K0SD343MK,65.900002,2409857,2022-12-16 07:01:29 UTC,0.0,0.0,0.0
0F6C0PA27K7TE8ADQ5SZJQ18T2,65.400002,2409857,2022-12-16 07:01:54 UTC,0.0,0.0,0.0
0F6C0PHW66KEAYKFTD7791NBTT,66.500000,2409857,2022-12-16 07:02:20 UTC,0.0,0.0,0.0
0F6C0PSK1NXSW39BGD5Y4N5NAS,68.000000,2409857,2022-12-16 07:02:45 UTC,0.0,0.0,0.0
0F6C0Q1A7Y26EDEBKGRN3MBBX1,62.500000,2409857,2022-12-16 07:03:10 UTC,0.0,0.0,0.0
0F6C0Q9544AF78HXCRVSXNMV6V,72.900002,2409857,2022-12-16 07:03:36 UTC,0.0,0.0,0.0
0F6C0QH421VF3H7PA8GZM59Y78,75.000000,2409857,2022-12-16 07:04:02 UTC,0.0,0.0,0.0
0F6C0QRV4MF5RCT3VPC6YA5XSN,78.099998,2409857,2022-12-16 07:04:28 UTC,0.0,0.0,0.0
0F6C0R0P54Y0XN6X9D3RSTWX7F,74.300003,2409857,2022-12-16 07:04:53 UTC,0.0,0.0,0.0
0F6C0R8D5CZDGTC0TN6BE6J971,74.699997,2409857,2022-12-16 07:05:19 UTC,0.0,0.0,0.0
0F6C0RG472Z8QV25W0M83VAT78,75.500000,2409857,2022-12-16 07:05:44 UTC,0.0,0.0,0.0
0F6C0RQZ7GACVJSJCYDJ660H62,74.099998,2409857,2022-12-16 07:06:10 UTC,0.0,0.0,0.0
0F6C0RZPA0NPV2HQJECFY5YATG,72.599998,2409857,2022-12-16 07:06:35 UTC,0.0,0.0,0.0
0F6C0S7DB077RHJQMGHJ7F58CQ,68.300003,2409857,2022-12-16 07:07:00 UTC,0.0,0.0,0.0
0F6C0SF85HFSHNTB90H76VQ960,72.599998,2409857,2022-12-16 07:07:26 UTC,0.0,0.0,0.0
0F6C0SPZ9ZPE2M1XA5QYF0VJN0,72.699997,2409857,2022-12-16 07:07:51 UTC,0.0,0.0,0.0
0F6C0SYP5ACXCXFF16YN8B6BCC,74.400002,2409857,2022-12-16 07:08:16 UTC,0.0,0.0,0.0
0F6C0T6H4DXY1S7D52TQ44ZYK1,75.199997,2409857,2022-12-16 07:08:42 UTC,0.0,0.0,0.0
0F6C0TEF4F5WS284YZJ3CJ47RG,73.900002,2409857,2022-12-16 07:09:08 UTC,0.0,0.0,0.0
0F6C0TP66N6TYJ4YXD6J50HSZ7,73.599998,2409857,2022-12-16 07:09:33 UTC,0.0,0.0,0.0
0F6C0TY1KGEXQ8H9N1WHJJ440R,70.500000,2409857,2022-12-16 07:09:59 UTC,0.0,0.0,0.0
0F6C0V5REXVNM0SYMQJEJK4PZ5,72.300003,2409857,2022-12-16 07:10:24 UTC,0.0,0.0,0.0
0F6C0VDFNDFBRR5BKGNDTZTW27,68.800003,2409857,2022-12-16 07:10:50 UTC,0.0,0.0,0.0
0F6C0VNBRS1FNG5BD35CR7HS7G,65.300003,2409857,2022-12-16 07:11:16 UTC,0.0,0.0,0.0
0F6C0VX2S0HQ254PP191MEPG9F,64.599998,2409857,2022-12-16 07:11:41 UTC,0.0,0.0,0.0
0F6C0W4SQJ8FAQPXEZ8HKW5ZMS,70.500000,2409857,2022-12-16 07:12:06 UTC,0.0,0.0,0.0
0F6C0WCN0HW7CV01QWHA3MSNVA,72.599998,2409857,2022-12-16 07:12:32 UTC,0.0,0.0,0.0
0F6C0WMC81ZS3ZWVA8RB7QX54R,69.699997,2409857,2022-12-16 07:12:57 UTC,0.0,0.0,0.0
0F6C0WW39N5WWBT0TCPZWNG27K,69.099998,2409857,2022-12-16 07:13:22 UTC,0.0,0.0,0.0
0F6C0X3Y1JHQ6KCYAB4RGBKJY6,68.500000,2409857,2022-12-16 07:13:48 UTC,0.0,0.0,0.0
0F6C0XBV28VYM1HS6NCHRP4W96,73.000000,2409857,2022-12-16 07:14:14 UTC,0.0,0.0,0.0
0F6C0XKJ9NMH0G4AGVXCZSVE7S,90.599998,2409857,2022-12-16 07:14:39 UTC,0.0,0.0,0.0
0F6C0XVD14RPQZR6A6EBY2KJJT,78.300003,2409857,2022-12-16 07:15:05 UTC,0.0,0.0,0.0
0F6C0Y349WVK98HWRSST0890J6,74.900002,2409857,2022-12-16 07:15:30 UTC,0.0,0.0,0.0
0F6C0YAV4CBMN2CWS0AN0EF1ND,73.900002,2409857,2022-12-16 07:15:56 UTC,0.0,0.0,0.0
0F6C0YJP2CKJ51CES7HH69CBC9,75.699997,2409857,2022-12-16 07:16:21 UTC,0.0,0.0,0.0
0F6C0YTD7CY31FKXCJ4J7BTCQ7,73.900002,2409857,2022-12-16 07:16:47 UTC,0.0,0.0,0.0
0F6C0Z2469D2MVR11H6SQSYZ3R,71.800003,2409857,2022-12-16 07:17:12 UTC,0.0,0.0,0.0
0F6C0Z9YYZF4VA1FX1RC2RMKP8,69.800003,2409857,2022-12-16 07:17:38 UTC,0.0,0.0,0.0
0F6C0ZHP66GQ5P4RZXZNESYR55,73.400002,2409857,2022-12-16 07:18:03 UTC,0.0,0.0,0.0
0F6C0ZSD675H7CRSWM3M6GQ1YX,72.099998,2409857,2022-12-16 07:18:28 UTC,0.0,0.0,0.0
0F6C10185G0Q5H2PPB0RXDPPDD,72.099998,2409857,2022-12-16 07:18:54 UTC,0.0,0.0,0.0
0F6C109745ZGWE3ARRGVTXXZGS,69.599998,2409857,2022-12-16 07:19:20 UTC,0.0,0.0,0.0
0F6C10GY6D69MVGWY0SCF01580,66.000000,2409857,2022-12-16 07:19:45 UTC,0.0,0.0,0.0
