,0,1,2,3,4,5
0,149.52232461495223,0.011264771112542994,-14.616896994348368,149.52232461495223,0.011264771112542994,-14.616896994348368
1,157.93484852355198,0.011713144022112099,-1.0783233373594596,142.49007850176483,0.011579957997356324,-1.776081673599394
2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,144.66924824812412,0.016797965788932206,7.29415882756307,135.2484812412573,0.017914388357196314,10.016169767622763
4,136.42484852501755,0.014317114846713852,6.78613092881156,136.78650794130766,0.014173837439089204,6.170597616714895
5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,120.11158205167912,0.014784428983028935,0.5263123941532757,120.11158205167912,0.014784428983028935,0.5263123941532757
7,136.2067102991496,0.01881722423662539,11.919270202957323,124.24805804637816,0.01798087731275859,10.045857730785542
8,145.12089798263224,0.020688421458373935,14.040159507453703,122.78521990656458,0.021233112348546735,15.058812309146472
9,127.20520753203559,0.021626048002853976,11.490918522673617,124.23653646471048,0.02121506314076193,10.848894856738907
10,170.7026500623884,0.01959812461103003,8.183115038861047,130.35501952672212,0.01812798853203402,4.731790674598491
11,150.9895574486527,0.021419926438158703,9.908323168482612,127.07427282480498,0.021924815518171176,10.82508441252169
12,127.04022713611461,0.020680445561078706,8.880112367675414,124.28973996723154,0.020366052910403647,8.346392905858785
13,146.39015459535094,0.018221272657269992,9.41711383040088,128.48336989946688,0.017695638738146283,8.423906611960234
