,0,1,2,3,4,5
0,167.52052201687098,0.010342826302909931,-21.732882414968827,167.52052201687098,0.010342826302909931,-21.732882414968827
1,209.496825434208,0.00687986074475334,-57.67120216870647,181.34007878212915,0.008106956266812107,-39.39172078829263
2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,206.5950569842156,0.018298233326557303,16.73397455101234,114.21959994415515,0.020985621238202544,21.219433133892572
4,205.94014323885693,0.016265766331233986,9.309053479925991,114.27047926809564,0.018666938147785604,20.409926342664164
5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,128.06342199764185,0.013351719518792327,-2.5433799701340036,128.06342199764185,0.013351719518792327,-2.5433799701340036
7,218.03760324612307,0.018739447467618374,18.42953568444458,170.48145299011992,0.011179844013444414,-28.90130542732358
8,219.60904523788622,0.024395263423465947,32.71663924537899,289.8801531754758,0.00704266879834542,-143.20913555820587
9,188.61245742467443,0.017394518996730435,3.17289741327914,128.09552735974307,0.017438374670599666,4.212324514078628
10,299.7237306416552,0.01324798563600012,-25.30249413997911,143.09262718882258,0.014815300774154539,-7.576631084027065
11,274.9879291550384,0.01293643346983048,-42.286277875844824,119.50845604351343,0.022630027970814412,16.63389997243822
12,191.8881050329439,0.018084593546713826,5.930973042309114,125.11197743627187,0.017852963998665955,5.829663289945729
13,233.164027263476,0.017976791531155813,14.468278373829389,142.66435493817713,0.01482787583793032,4.500633742604454
